antecedents,consequents,support,confidence,lift,leverage,conviction
frozenset({'tea'}),frozenset({'toast'}),0.011069390939679133,0.05762883980705762,1.155224455448026,0.0014873647910151177,1.0082169692266558
frozenset({'toast'}),frozenset({'tea'}),0.011069390939679133,0.22189638318670574,1.155224455448026,0.0014873647910151177,1.0383183288559636
"frozenset({'coffee', 'bread'})",frozenset({'medialuna'}),0.014531623348125031,0.10040431266846361,1.1534964929367975,0.001933732121661414,1.014852076636296
frozenset({'medialuna'}),"frozenset({'coffee', 'bread'})",0.014531623348125031,0.16694677871148458,1.1534964929367972,0.001933732121661414,1.026667817497586
frozenset({'tea'}),frozenset({'cookies'}),0.018188911103525624,0.09469408479309468,1.141617634833623,0.0022563339003218233,1.0129755017649746
frozenset({'cookies'}),frozenset({'tea'}),0.018188911103525624,0.2192827748383304,1.141617634833623,0.0022563339003218233,1.0348423488658882
frozenset({'medialuna'}),frozenset({'coffee'}),0.05651728678012386,0.6492997198879552,1.1257346428595112,0.006312483064958206,1.2067892814905719
frozenset({'coffee'}),frozenset({'medialuna'}),0.05651728678012386,0.09798782549881636,1.125734642859511,0.006312483064958206,1.0121332917998966
frozenset({'muffin'}),frozenset({'tea'}),0.011605793143804555,0.21557971014492752,1.1223389479416168,0.0012650728426070249,1.0299571002117116
frozenset({'tea'}),frozenset({'muffin'}),0.011605793143804555,0.06042142675806042,1.1223389479416168,0.0012650728426070249,1.0070096862424593
frozenset({'brownie'}),frozenset({'tea'}),0.012776125225532745,0.2152834839769926,1.1207967519462267,0.001376979748578585,1.0295682970723572
frozenset({'tea'}),frozenset({'brownie'}),0.012776125225532745,0.06651434374206651,1.1207967519462267,0.001376979748578585,1.0076795549915967
frozenset({'coffee'}),frozenset({'spanish brunch'}),0.02067586677719803,0.03584714237402773,1.1189000740702995,0.002197123897162267,1.0039509312310686
frozenset({'spanish brunch'}),frozenset({'coffee'}),0.02067586677719803,0.6453576864535768,1.1189000740702992,0.002197123897162267,1.19337519209917
frozenset({'tiffin'}),frozenset({'coffee'}),0.015604427756375872,0.6451612903225806,1.118559568874295,0.001653961289864855,1.192714682791242
frozenset({'coffee'}),frozenset({'tiffin'}),0.015604427756375872,0.027054447074737913,1.118559568874295,0.001653961289864855,1.0029473222255179
frozenset({'hearty & seasonal'}),frozenset({'coffee'}),0.010240405715121666,0.6382978723404256,1.1066599989926535,0.0009869713048754492,1.1700825256225278
frozenset({'coffee'}),frozenset({'hearty & seasonal'}),0.010240405715121666,0.017754480892796753,1.1066599989926535,0.0009869713048754492,1.001742108843956
frozenset({'juice'}),frozenset({'tea'}),0.014726678695079728,0.21178120617110802,1.102563390441968,0.0013699149726995874,1.02499363553839
frozenset({'tea'}),frozenset({'juice'}),0.014726678695079728,0.07666920538207667,1.102563390441968,0.0013699149726995874,1.0077241810132391
frozenset({'cake'}),frozenset({'cookies'}),0.014141512654215633,0.09139615505830444,1.1018582902884475,0.0013072736428509056,1.009298737632308
frozenset({'cookies'}),frozenset({'cake'}),0.014141512654215633,0.17048794826572605,1.1018582902884475,0.0013072736428509056,1.0189994759701937
frozenset({'coffee'}),frozenset({'pastry'}),0.07377968498561467,0.12791680757524518,1.0971099845025316,0.006530561353703709,1.0129832497993603
frozenset({'pastry'}),frozenset({'coffee'}),0.07377968498561467,0.6327896277708073,1.0971099845025316,0.006530561353703709,1.1525310041918018
frozenset({'sandwich'}),"frozenset({'coffee', 'cake'})",0.011410737796849856,0.10455764075067024,1.090622349376396,0.0009481447614381293,1.009702397516373
"frozenset({'coffee', 'cake'})",frozenset({'sandwich'}),0.011410737796849856,0.1190233977619532,1.090622349376396,0.0009481447614381293,1.0112260996667504
frozenset({'coffee'}),frozenset({'sandwich'}),0.06856195445457648,0.11887047683462969,1.0892211208434992,0.005616099712536862,1.0110506003459023
frozenset({'sandwich'}),frozenset({'coffee'}),0.06856195445457648,0.6282394995531725,1.0892211208434992,0.005616099712536862,1.1384247076983094
frozenset({'pastry'}),frozenset({'bread'}),0.04374116155459112,0.3751568381430364,1.0835691943379222,0.0033734934968833175,1.0463053755961085
frozenset({'bread'}),frozenset({'pastry'}),0.04374116155459112,0.12633802816901407,1.083569194337922,0.0033734934968833175,1.0111527053265494
"frozenset({'coffee', 'sandwich'})",frozenset({'cake'}),0.011410737796849856,0.16642958748221906,1.075629231168568,0.0008023074323708392,1.0140383263785229
frozenset({'cake'}),"frozenset({'coffee', 'sandwich'})",0.011410737796849856,0.07374724235739048,1.075629231168568,0.0008023074323708392,1.005598134915151
frozenset({'coffee'}),frozenset({'cake'}),0.09586970302823426,0.16621575921542103,1.074247265751856,0.006626093959203105,1.0137782710222447
frozenset({'cake'}),frozenset({'coffee'}),0.09586970302823426,0.6196028994642294,1.074247265751856,0.006626093959203105,1.112577720647372
frozenset({'cookies'}),frozenset({'coffee'}),0.05134832008582435,0.6190476190476191,1.0732845387055736,0.003506095369019434,1.1109560150192619
frozenset({'coffee'}),frozenset({'cookies'}),0.05134832008582435,0.08902603990530943,1.0732845387055734,0.003506095369019434,1.0066728072141515
frozenset({'juice'}),frozenset({'coffee'}),0.0428146486565563,0.6157082748948107,1.067494892903947,0.00270705756533713,1.1013022435992128
frozenset({'coffee'}),frozenset({'juice'}),0.0428146486565563,0.07423063916131215,1.067494892903947,0.00270705756533713,1.0050697378531843
frozenset({'coffee'}),frozenset({'alfajores'}),0.03676793290096065,0.0637470409198512,1.063678249099584,0.002201152079706538,1.0040761265756313
frozenset({'alfajores'}),frozenset({'coffee'}),0.03676793290096065,0.6135069161920261,1.063678249099584,0.002201152079706538,1.0950295277864044
frozenset({'hot chocolate'}),frozenset({'pastry'}),0.010971863266201785,0.12355848434925866,1.0597297526349843,0.0006184092474572928,1.0079459388706808
frozenset({'pastry'}),frozenset({'hot chocolate'}),0.010971863266201785,0.09410288582183188,1.0597297526349843,0.0006184092474572928,1.005854902325765
frozenset({'coffee'}),frozenset({'hot chocolate'}),0.05368898424928073,0.09308420696652012,1.0482580078321957,0.0024716466776747645,1.0047250916769903
frozenset({'hot chocolate'}),frozenset({'coffee'}),0.05368898424928073,0.6046128500823723,1.0482580078321955,0.0024716466776747645,1.0703973033598284
frozenset({'scone'}),frozenset({'coffee'}),0.030282342614716927,0.5994208494208495,1.0392562866987962,0.0011438683016011773,1.0565236319540612
frozenset({'coffee'}),frozenset({'scone'}),0.030282342614716927,0.05250253635441326,1.039256286698796,0.0011438683016011773,1.0020930942501058
"frozenset({'coffee', 'bread'})",frozenset({'hot chocolate'}),0.013214999756180816,0.09130727762803234,1.0282473049522567,0.0003630334125448234,1.0027603730778853
frozenset({'hot chocolate'}),"frozenset({'coffee', 'bread'})",0.013214999756180816,0.14881933003844042,1.0282473049522565,0.0003630334125448234,1.0048030491555204
frozenset({'sandwich'}),"frozenset({'coffee', 'bread'})",0.016140829960501292,0.1478999106344951,1.0218946992525575,0.00034582684295195176,1.0037188626473077
"frozenset({'coffee', 'bread'})",frozenset({'sandwich'}),0.016140829960501292,0.11152291105121293,1.0218946992525575,0.00034582684295195176,1.00268937090194
frozenset({'brownie'}),frozenset({'coffee'}),0.03428097722728824,0.5776499589153656,1.0015106279571697,5.170769151423976e-05,1.0020629759336235
frozenset({'coffee'}),frozenset({'brownie'}),0.03428097722728824,0.059435238417314844,1.0015106279571697,5.170769151423976e-05,1.0000953141240343
